Identifiant;Titre;Description;Domaine;Sous-domaine;Type de producteur;Direction;Service;Sous-direction / département;Boîte fonctionnelle;Précision domaine;Mots-clés;Données géolocalisées;Lien1;Lien2;Fréquence de mise à jour;Volumétrie;Type de format;Autres formats;Couverture géographique1;Couverture géographique2;Statut ouverture;Date de mise à jour;Actif / Inactif;Couverture géographique;Perspectives de diffusion
CAT-0205;Sites Patrimoniaux Remarquables - Morbihan (Bretagne);Localisation des Sites Patrimoniaux Remarquables (SPR);Patrimoine;;Direction régionale des affaires culturelles;DRAC Bretagne;;UDAP 56;data-snum@culture.gouv.fr;Urbanisme;"site patrimonial remarquable (SPR) ; géoréférencement";Oui;;http://atlas.patrimoines.culture.fr/atlas/;En continu;;CSV;;Bretagne;;Non ouvert;2021-11-15;Actif;Bretagne;ouvrable
CAT-0246;Aides nationales à la création pour les arts de la rue;Liste des candidats et lauréats du dispositif arts de la rue;Spectacle vivant;Théâtre;Administration centrale;Direction générale de la création artistique;Délégation au théâtre et aux arts associés;;data-snum@culture.gouv.fr;;;;https://data.culture.gouv.fr/explore/dataset/aides-nationales-a-la-creation-pour-arts-du-cirque-et-pour-arts-de-la-rue/;;NSP;;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0564;Bibliographie  du Service régional de l'archéologie de la DAC La Réunion;Liste des références bibliographiques utiles pour l'archéologie de l'océan Indien;Patrimoine;Archéologie;Direction régionale des affaires culturelles;DAC La Réunion;;;archeologie.daclareunion@culture.gouv.fr;;bibliographie;;;;En continu;;DOC;;La Réunion;Mayotte;Non ouvert;2021-11-15;Actif;La Réunion,Mayotte;Ouvrable
CAT-0737;Référentiel d'indexation des rôles dans les inventaires des fonds des Archives nationales;Référentiel pour l'indexation des titres aux noms desquels les personnes agissent, notamment dans les inventaires des fonds du Minutier central des Archives nationales (AN);Archives;;Service à compétence nationale;Archives nationales;;Direction du numérique et de la conservation / Département de l'administration des données;data-snum@culture.gouv.fr;;référentiel;;http://data.culture.fr/entrepot/ARCHIVESNATIONALES/FRAN_RI_014_Roles.csv;;Aucune;15 notices dans un fichier XML unique;XML;;France entière;;Non ouvert;2023-06-07;Actif;France entière;Ouvrable
CAT-0047;Parc cinématographique depuis 1996 : exploitation - données nationales;"Parc cinématographique depuis 1996.
Résultats de fréquentation (nombre d'établissements, entrées, séances, recettes, recette moyenne par entrée, entrées par établissement, taux d'occupation des fauteuils) par type d'établissements
Résultats de fréquentation (nombre d'écrans, entrées, séances, recettes, recette moyenne par entrée, entrées par écran, taux d'occupation des fauteuils) par type de salles";Audiovisuel;Film et cinéma;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France métropolitaine;;Ouvert;2021-11-15;Actif;France métropolitaine;Ouvrable
CAT-0120;Enquête de satisfaction des utilisateurs du portail des démarches en ligne;Enquête semestrielle menée auprès des utilisateurs du portail;Pluridisciplinaire;;Administration centrale;Secrétariat Général;Département de la stratégie et de la modernisation;;data-snum@culture.gouv.fr;concerne l'ensemble des démarches en ligne gérées par l'AC et les DRAC;;;;https://www.resultats-services-publics.fr/resultats/Portail-Culture;Annuelle;250ko environ;XLS;csv;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0122;Autorités lieux de FranceArchives;Les lieux liés et indexés aux unités de description des inventaires présents sur FranceArchives ont été nettoyés, homogénéisés, et alignés vers des référentiels externes (GeoNames, BAN). Ce jeu de données au format CSV recense par service d'archives les autorités lieux et leur alignement.;Archives;;Administration centrale;Direction générale des patrimoines et de l'architecture;Service interministériel des Archives de France;Sous-direction du pilotage, de la communication et de la valorisation des archives/Bureau de la diffusion et de la valorisation numérique;francearchives.siaf@culture.gouv.fr;;géolocalisation;Oui;https://data.culture.gouv.fr/explore/dataset/francearchivesfr-les-lieux-des-archives;;En continu;145 000 unités;CSV;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0397;Inventaire des archives graphiques numérisées des fouilles exécutées entre 1977 et 1993 à Orléans;Base Ville d’Orléans (Loiret);Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Centre-Val de Loire;;;data-snum@culture.gouv.fr;;documentation;;;;Aucune;847;TXT;;Centre-Val de Loire;;Non ouvert;2021-11-15;Actif;Centre-Val de Loire;Ouvrable
CAT-0419;Structures et lieux de diffusion labellisés ou conventionnés aidés en Bourgogne Franche-Comté;Liste des structures et lieux de diffusion (orchestre national, festival de musique, scène de musique actuelle, scène nationale, centre dramatique national, opéra, etc.) labellisés ou conventionnés soutenues en Bourgogne Franche-Comté par année;Spectacle vivant;;Direction régionale des affaires culturelles;DRAC Bourgogne-France-Comté;;Pôle CIAC;data-snum@culture.gouv.fr;Musique, danse, théâtre, cirque, arts de la rue;"subvention ; label et appellation";;;;Annuelle;500 Ko;XLS;;Bourgogne-Franche-Comté;;Non ouvert;2021-11-15;Actif;Bourgogne-Franche-Comté;Ouvrable
CAT-0534;Panorama des festivals en Hauts-de-France;Liste des festivals organisés dans les Hauts-de-France, avec leur périodicité, leur domaine (musique actuelle, cinéma, cirque, etc.);Pluridisciplinaire;;Direction régionale des affaires culturelles;DRAC Hauts-de-France;;Transverse;demarches.actionculturelle.drac.hdf@culture.gouv.fr;;festival;;;;Annuelle;3136 lignes;XLS;ods;Hauts-de-France;;Non ouvert;2021-11-15;Actif;Hauts-de-France;Ouvrable
CAT-0542;Demandes d'intervention des musées de France au Centre de recherche et de restauration des musées de France pour une analyse ou une restauration;Demandes d'intervention des musées de France au Centre de recherche et de restauration des musées de France pour une analyse ou une restauration;Patrimoine;Musées;Service à compétence nationale;Centre de recherche et de restauration des musées de France (C2RMF);;Mission Nouvelles technologies;data-snum@culture.gouv.fr;;;;;;En continu;;CSV;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0057;Exploitation cinématographique  - Données par département;Parc et résultats de fréquentation des cinémas selon le département d'implantation selon critères établissements (total, Art et Essai, petite exploitation, moyenne exploitation, grande exploitation);Audiovisuel;Film et cinéma;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France métropolitaine;;Ouvert;2021-11-15;Actif;France métropolitaine;Ouvrable
CAT-0084;Financement des courts métrages;Depuis 2011, financement et structure de financement des courts métrages selon le type de films;Audiovisuel;Film et cinéma;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0099;Liste des édifices labellisés Architecture Contemporaine Remarquable (ACR);Données en ligne sur Pop/Mérimée. Le label  Architecture Contemporaine Remarquable  concerne uniquement les édifices de moins de cent ans et non protégés au titre des monuments historiquesL La liste doit être régulièrement mise à jour;Architecture;;Administration centrale;Direction générale des patrimoines et de l'architecture;Service de l’architecture;SDAQCCV;data-snum@culture.gouv.fr;;"architecture contemporaine remarquable (ACR) ; label et appellation ; lieu culturel";;https://data.culture.gouv.fr/explore/dataset/liste-des-edifices-labellises-architecture-contemporaine-remarquable-acr;;En continu;;XLS;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0245;Zones de sensibilité archéologique en Pays de la Loire;Zones de sensibilité archéologique contenant des entités achéologiques en Pays de la Loire;Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Pays de la Loire;;Pôle patrimoines, architecture et espages protégés;data-snum@culture.gouv.fr;;;;;;Aucune;;CSV;SHP;Pays de la Loire;;Non ouvert;2021-11-15;Actif;Pays de la Loire;Ouvrable
CAT-0337;Base instrument de recherche  : état général des fonds;Jeu de 1200 instruments de recherche (IR) décrivant des documents numérisés ou non;Archives;;Service à compétence nationale;Archives nationales d’Outre-Mer;;;data-snum@culture.gouv.fr;Archives;;;;http://anom.archivesnationales.culture.gouv.fr/ark:/61561/wz818idcda;En continu;;XML;xls, doc, pdf;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0401;Rapportage Services publics écoresponsables pour le ministère de la culture (administration centrale, 78 établissements publics, 21 services à compétence nationale);"Mise en place par le Commissariat général au développement durable (CGDD) d'indicateurs permettant de suivre la mise en œuvre du dispositif ""services publics éco responsables"" (circulaire du PM n°6145 du 25 février 2020) 20  mesures dans les 6 domaines couverts par le dispositif : 1 - Mobilités durables 2- Achats responsables 3- Alimentation durable 4- Bâtiment durables 5 - Interdiction des produits phyto-pharmaceutiques 6 économie circulaire et numérique responsable";Pluridisciplinaire;;Administration centrale;Secrétariat Général;Haut fonctionnaire au développement durable;;data-snum@culture.gouv.fr;;développement durable;;;;Annuelle;;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0053;Liste des films en première exclusivité;Liste de films en première exclusivité depuis 1996. Liste avec titre, genre, nationalité, distributeur, interdiction, recommandation Art et Essai, date de sortie, nombre d'établissements première semaine;Audiovisuel;Film et cinéma;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France métropolitaine;;Ouvert;2021-11-15;Actif;France métropolitaine;Ouvrable
CAT-0065;Public régional du cinéma;Structure du public selon les catégories socio-professionnelles et la région depuis 2005;Audiovisuel;Film et cinéma;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0079;Public de la vidéo à la demande;Notorieté, pénétration et profil des consommateurs de VàD (Vidéo à la Demande);Audiovisuel;Vidéo;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France métropolitaine;;Ouvert;2021-11-15;Actif;France métropolitaine;Ouvrable
CAT-0118;Bilans annuels des actions Livre et lecture;Synthèse annuelle chiffrée de l'action du service Livre et lecture (Contrats Territoire Lecture, manifestations soutenues financièrement, Fonds Régional d'Acquisition pour les Bibliothèques, librairies soutenues, Dotation Générale de Décentralisation pour travaux et horaires d'ouverture);Bibliothèques;;Direction régionale des affaires culturelles;DRAC Normandie;;Pôle Création;data-snum@culture.gouv.fr;Livres et presse;"contrat territoire-lecture (CTL) ;  librairie";;;;Annuelle;30 ko;XLS;;Normandie;;Non ouvert;2021-11-15;Actif;Normandie;Ouvrable partiellement
CAT-0167;Référentiel d'indexation des personnes morales objet des archives;Référentiel permettant d'indexer les personnes morales objet des archives conservées aux Archives Nationales (AN);Archives;;Service à compétence nationale;Archives nationales;;Direction du numérique et de la conservation / Département de l'administration des données;data-snum@culture.gouv.fr;;référentiel;;http://data.culture.fr/entrepot/ARCHIVESNATIONALES/FRAN_RI_013_PersonnesMorales.csv;;En continu;487 notices dans un fichier XML unique;XML;;France entière;;Non ouvert;2023-06-07;Actif;France entière;Ouvrable
CAT-0195;liste des monuments historiques protégés de Bretagne;Liste et localisation des monuments historiques;Patrimoine;Monuments;Direction régionale des affaires culturelles;DRAC Bretagne;;CRMH;data-snum@culture.gouv.fr;;"monument historique (MH) ; géoréférencement";Oui;;"https://geobretagne.fr/mapfishapp/ ; http://atlas.patrimoines.culture.fr/atlas/";En continu;;CSV;;Bretagne;;Non ouvert;2021-11-15;Actif;Bretagne;Ouvrable
CAT-0396;Inventaire de la documentation scientifique des opérations  archélogiques de Centre-Val de Loire;Base de données de la documentation scientifique conservée au centre de conservation et d’étude de Saint-Jean-de-la-Ruelle (BAMARCH);Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Centre-Val de Loire;;;data-snum@culture.gouv.fr;;"documentation ; opération archéologique";;;;NSP;;JSON;csv;Centre-Val de Loire;;Non ouvert;2021-11-15;Actif;Centre-Val de Loire;Ouvrable partiellement
CAT-0550;Plâtres et céramiques de Bernard Palissy;Analyse des plâtres et céramiques de Bernard Palissy et des post-palisséens : photographies et micro-photographies, micro-échantillons, résultats sur les matières constitutives (pâte, glaçure ou plâtre), leur mise en œuvre et leurs altérations;Patrimoine;Musées;Service à compétence nationale;Centre de recherche et de restauration des musées de France (C2RMF);;Département de la Recherche;data-snum@culture.gouv.fr;Archéologie (référentiel des productions palisséennes découvertes lors des fouilles du grand Louvre);photographie;;;;En continu;Plusieurs milliers d'analyses (une centaine d'œuvres);XLS;;France entière;Monde;Non ouvert;2021-11-15;Actif;France entière,Monde;Ouvrable
CAT-0612;Liste participants Nuit des Musées;Liste participants Nuit des Musées;Patrimoine;Musées;Direction régionale des affaires culturelles;DRAC Nouvelle Aquitaine;;;data-snum@culture.gouv.fr;;;;;;En continu;;XLS;doc;Nouvelle-Aquitaine;;Non ouvert;2021-11-15;Actif;Nouvelle-Aquitaine;Ouvrable
